Gene ID	Gene Name	ERR1736465	ERR1736466	ERR1736467	ERR1736468	ERR1736469	ERR1736470
ENSG00000184860	SDR42E1	1	10	0	143	102	96
ENSG00000184863	RBM33	275	471	205	428	382	390
ENSG00000184867	ARMCX2	0	0	0	0	0	0
ENSG00000184887	BTBD6	0	0	0	0	1	0
ENSG00000184895	SRY	0	0	0	0	0	0
ENSG00000184897	H1-10	1220	1937	853	1288	1162	1618
ENSG00000184898	RBM43	1	9	2	14	10	7
ENSG00000184900	SUMO3	2332	2826	1316	3435	3167	3854
ENSG00000184903	IMMP2L	101	173	75	238	150	230
ENSG00000184905	TCEAL2	0	0	0	0	0	0
ENSG00000184906		0	0	0	0	0	0
ENSG00000184908	CLCNKB	0	2	0	0	0	0
ENSG00000184911	DMRTC1B	0	0	0	0	0	0
ENSG00000184916	JAG2	6	13	4	13	2	16
ENSG00000184922	FMNL1	2	7	1	3	5	3
ENSG00000184923	NUTM2A	1	0	0	0	0	0
ENSG00000184924	PTRHD1	788	997	481	959	971	1274
ENSG00000184925	LCN12	0	0	0	0	0	0
ENSG00000184933	OR6A2	0	26	0	0	0	0
ENSG00000184937	WT1	63	84	42	347	260	219
ENSG00000184939	ZFP90	23	34	20	25	29	27
ENSG00000184945	AQP12A	0	1	0	0	0	0
ENSG00000184949	FAM227A	2	11	3	7	3	7
ENSG00000184954	OR6C70	0	13	0	0	1	0
ENSG00000184956	MUC6	0	0	0	0	0	0
ENSG00000184961	RPL7AP49	0	0	0	0	0	0
ENSG00000184967	NOC4L	937	1206	543	1258	1102	1594
ENSG00000184979	USP18	180	221	87	249	159	208
ENSG00000184983	NDUFA6	2180	2612	1326	2971	2591	3235
ENSG00000184984	CHRM5	1	1	0	0	0	0
ENSG00000184985	SORCS2	2	9	3	42	23	37
ENSG00000184986	TMEM121	0	0	0	0	0	0
ENSG00000184988	TMEM106A	51	123	65	225	134	159
ENSG00000184990	SIVA1	473	582	252	668	579	1007
ENSG00000184991	TTTY13	0	0	0	0	0	0
ENSG00000184992	BRI3BP	562	725	425	1234	1011	1266
ENSG00000184995	IFNE	26	115	38	146	105	124
ENSG00000184999	SLC22A10	0	1	0	0	0	0
ENSG00000185000	DGAT1	90	159	68	216	218	255
ENSG00000185002	RFX6	0	0	0	0	0	0
ENSG00000185008	ROBO2	39	42	19	230	181	194
ENSG00000185009	AP3M1	858	1650	720	2787	2147	2191
ENSG00000185010	F8	1	2	1	3	1	0
ENSG00000185013	NT5C1B	0	0	0	0	0	0
ENSG00000185015	CA13	258	431	222	586	449	477
ENSG00000185019	UBOX5	6	11	10	13	8	16
ENSG00000185022	MAFF	5	3	1	11	7	8
ENSG00000185024	BRF1	113	167	47	153	116	262
ENSG00000185028	LRRC14B	0	0	0	0	0	0
ENSG00000185031	SLC2A3P2	0	2	0	0	0	0
ENSG00000185033	SEMA4B	125	261	128	232	147	231
ENSG00000185037	ZNF733P	0	0	0	0	0	0
ENSG00000185038	MROH2A	0	0	0	0	0	0
ENSG00000185040	SPDYE16	0	0	0	0	0	0
ENSG00000185043	CIB1	559	781	290	1407	1084	1449
ENSG00000185046	ANKS1B	20	24	21	66	53	71
ENSG00000185049	NELFA	303	443	221	448	383	433
ENSG00000185052	SLC24A3	74	185	69	0	0	0
ENSG00000185053	SGCZ	1	2	0	1	3	1
ENSG00000185055	EFCAB10	1	20	2	5	2	3
ENSG00000185056	C5orf47	1	0	0	0	0	1
ENSG00000185065		0	0	0	0	0	0
ENSG00000185069	KRT76	0	0	0	0	0	0
ENSG00000185070	FLRT2	43	56	18	69	45	56
ENSG00000185074	OR7E31P	0	0	0	0	0	0
ENSG00000185078	RPL9P14	0	0	0	0	0	0
ENSG00000185085	INTS5	1	0	0	0	1	1
ENSG00000185088	RPS27L	66	78	51	118	131	82
ENSG00000185090	MANEAL	457	506	224	384	375	560
ENSG00000185100	ADSS1	0	13	0	2	0	5
ENSG00000185101	ANO9	0	1	0	0	0	0
ENSG00000185104	FAF1	1512	2426	979	3258	2863	2646
ENSG00000185105	MYADML2	0	1	0	0	0	0
ENSG00000185112	FAM43A	23	91	20	8	5	21
ENSG00000185115	NSMCE3	457	791	331	564	436	441
ENSG00000185122	HSF1	1923	2575	1097	4027	3459	4695
ENSG00000185127	C6orf120	382	523	205	277	298	578
ENSG00000185129	PURA	21	37	19	30	20	29
ENSG00000185130	H2BC13	1	1	1	11	19	33
ENSG00000185133	INPP5J	23	37	17	30	26	17
ENSG00000185149	NPY2R	0	0	0	0	0	0
ENSG00000185155	MIXL1	0	0	0	0	0	0
ENSG00000185156	MFSD6L	0	76	0	0	0	1
ENSG00000185158	LRRC37B	8	37	17	32	33	29
ENSG00000185163	DDX51	178	329	114	271	204	240
ENSG00000185164	NOMO2	642	1318	442	990	931	960
ENSG00000185168	LINC00482	0	0	0	0	0	0
ENSG00000185176	AQP12B	0	1	0	0	0	0
ENSG00000185177	ZNF479	0	1	0	0	0	0
ENSG00000185182	GOLGA8EP	0	0	0	0	0	0
ENSG00000185186	LINC00313	0	0	0	1	0	0
ENSG00000185187	SIGIRR	2	21	0	1	0	3
ENSG00000185189	NRBP2	0	0	0	1	0	0
ENSG00000185198	PRSS57	0	0	0	0	0	0
ENSG00000185201	IFITM2	1752	2398	985	2779	2472	3186
ENSG00000185203	WASIR1	0	0	0	0	0	0
ENSG00000185215	TNFAIP2	1	1	0	95	66	107
ENSG00000185219	ZNF445	331	672	191	448	306	471
ENSG00000185220	PGBD2	104	186	101	186	150	143
ENSG00000185221	GAPDHP24	0	0	0	0	0	0
ENSG00000185222	TCEAL9	348	945	336	1275	997	1257
ENSG00000185231	MC2R	0	0	0	0	0	0
ENSG00000185236	RAB11B	1247	2001	815	2500	2162	2892
ENSG00000185238	PRMT3	715	942	441	1234	1091	1208
ENSG00000185245	GP1BA	0	1	0	0	0	0
ENSG00000185246	PRPF39	371	767	388	858	569	473
ENSG00000185247	MAGEA11	0	0	0	2	2	1
ENSG00000185250	PPIL6	1	2	1	4	0	1
ENSG00000185252	ZNF74	38	116	33	47	60	54
ENSG00000185261	KIAA0825	15	23	8	29	12	20
ENSG00000185262	UBALD2	889	1322	634	1337	1062	2387
ENSG00000185264	TEX33	0	0	0	0	0	0
ENSG00000185267	CDNF	0	0	0	1	0	1
ENSG00000185269	NOTUM	1	3	3	1	0	0
ENSG00000185271	KLHL33	0	36	0	0	0	0
ENSG00000185272	RBM11	17	14	13	0	0	0
ENSG00000185274	GALNT17	0	2	0	0	0	0
ENSG00000185275	CD24P4	0	0	0	0	0	0
ENSG00000185278	ZBTB37	96	183	84	100	116	101
ENSG00000185290	NUPR2	0	0	0	0	0	0
ENSG00000185291	IL3RA	0	1	0	0	0	0
ENSG00000185294	SPPL2C	0	17	0	0	0	0
ENSG00000185296		0	0	0	0	0	0
ENSG00000185298	CCDC137	212	253	143	328	212	323
ENSG00000185303	SFTPA2	0	0	0	0	0	0
ENSG00000185304	RGPD2	0	0	0	0	0	0
ENSG00000185305	ARL15	65	125	67	156	125	147
ENSG00000185306	C12orf56	0	0	0	0	0	0
ENSG00000185313	SCN10A	0	0	0	0	0	0
ENSG00000185319	SSXP4	0	0	0	0	0	0
ENSG00000185324	CDK10	127	188	70	216	180	308
ENSG00000185332	TMEM105	0	1	0	0	0	0
ENSG00000185338	SOCS1	0	0	0	0	0	0
ENSG00000185339	TCN2	2	1	0	2	1	0
ENSG00000185340	GAS2L1	311	493	224	801	542	873
ENSG00000185344	ATP6V0A2	100	214	121	316	308	217
ENSG00000185345	PRKN	0	5	0	1	1	1
ENSG00000185347	TEDC1	182	210	63	187	201	276
ENSG00000185352	HS6ST3	4	2	1	3	1	11
ENSG00000185359	HGS	541	839	443	1172	865	998
ENSG00000185361	TNFAIP8L1	81	113	62	190	174	187
ENSG00000185372	OR2V1	0	0	0	0	0	0
ENSG00000185379	RAD51D	14	27	13	14	9	13
ENSG00000185385	OR7A17	0	37	0	0	1	0
ENSG00000185386	MAPK11	21	64	23	59	60	82
ENSG00000185390	FGF7P2	0	0	0	0	0	0
ENSG00000185404	SP140L	171	341	176	625	514	475
ENSG00000185414	MRPL30	3	5	0	2	0	5
ENSG00000185418	TARS3	224	361	191	339	261	232
ENSG00000185420	SMYD3	172	324	157	352	316	285
ENSG00000185432	METTL7A	0	0	0	0	0	0
ENSG00000185433	LINC00158	0	2	0	1	1	0
ENSG00000185436	IFNLR1	0	4	0	2	2	1
ENSG00000185437	SH3BGR	6	6	2	0	0	0
ENSG00000185442	FAM174B	240	451	272	368	258	261
ENSG00000185448	FAM47A	0	1	0	0	0	0
ENSG00000185453	ZSWIM9	0	0	0	0	1	0
ENSG00000185467	KPNA7	0	1	0	0	0	0
ENSG00000185475	TMEM179B	378	599	223	908	701	886
ENSG00000185477	GPRIN3	0	0	0	0	0	0
ENSG00000185479	KRT6B	0	8	0	0	0	0
ENSG00000185480	PARPBP	148	319	154	434	299	284
ENSG00000185482	STAC3	0	0	0	0	1	0
ENSG00000185483	ROR1	114	151	76	169	151	127
ENSG00000185485	SDHAP1	0	3	0	4	2	0
ENSG00000185495	SEPTIN7P13	0	2	0	6	3	1
ENSG00000185499	MUC1	24	53	13	115	82	82
ENSG00000185504	FAAP100	202	263	123	270	249	313
ENSG00000185507	IRF7	76	70	27	40	42	72
ENSG00000185513	L3MBTL1	1	6	3	2	4	1
ENSG00000185515	BRCC3	53	79	36	108	96	64
ENSG00000185518	SV2B	0	0	0	0	0	0
ENSG00000185519	FAM131C	3	2	7	7	9	7
ENSG00000185522	LMNTD2	0	0	0	0	0	0
ENSG00000185523	SPATA45	0	0	0	0	0	0
ENSG00000185527	PDE6G	0	0	0	2	6	4
ENSG00000185532	PRKG1	41	101	35	109	83	69
ENSG00000185551	NR2F2	800	1123	600	1733	1481	3026
ENSG00000185559	DLK1	0	0	0	0	0	0
ENSG00000185561	TLCD2	22	49	26	97	100	106
ENSG00000185565	LSAMP	14	31	18	11	9	7
ENSG00000185567	AHNAK2	82	97	41	198	160	222
ENSG00000185585	OLFML2A	6	7	6	33	27	39
ENSG00000185591	SP1	623	1065	476	1086	993	988
ENSG00000185594	SPATA8	0	1	0	0	0	0
ENSG00000185596	WASH3P	14	24	10	23	23	22
ENSG00000185607	ACTBP7	0	0	0	0	0	0
ENSG00000185608	MRPL40	2096	3458	1755	1874	1397	1291
ENSG00000185610	DBX2	0	0	0	0	0	0
ENSG00000185614	INKA1	5	9	3	5	11	13
ENSG00000185615	PDIA2	0	16	1	0	0	0
ENSG00000185619	PCGF3	521	693	269	878	812	868
ENSG00000185621	LMLN	160	294	128	321	294	263
ENSG00000185624	P4HB	3761	7045	3314	7975	5922	6916
ENSG00000185627	PSMD13	1175	2275	1062	2314	1802	1939
ENSG00000185630	PBX1	144	192	100	133	88	128
ENSG00000185631	RPL14P6	0	0	0	0	0	0
ENSG00000185633	NDUFA4L2	37	86	36	108	73	113
ENSG00000185634	SHC4	1	6	4	23	16	18
ENSG00000185638	FTH1P14	0	0	0	0	0	0
ENSG00000185640	KRT79	3	29	8	28	19	16
ENSG00000185641		0	0	0	0	0	0
ENSG00000185650	ZFP36L1	277	436	182	691	625	755
ENSG00000185651	UBE2L3	8325	12937	6396	10503	9873	8691
ENSG00000185652	NTF3	0	0	0	0	0	0
ENSG00000185658	BRWD1	866	1678	786	2069	1455	1679
ENSG00000185662	SMIM23	0	0	0	0	0	0
ENSG00000185664	PMEL	3	17	0	2	1	2
ENSG00000185666	SYN3	0	0	0	0	0	0
ENSG00000185668	POU3F1	0	0	0	0	0	0
ENSG00000185669	SNAI3	0	1	0	0	0	1
ENSG00000185670	ZBTB3	0	1	0	0	1	2
ENSG00000185674	LYG2	0	0	1	2	0	0
ENSG00000185681	MORN5	0	0	0	0	0	0
ENSG00000185684	EP400P1	28	53	13	59	37	64
ENSG00000185686	PRAME	3089	5036	2383	2296	1969	2168
ENSG00000185689	C6orf201	0	0	0	0	0	0
ENSG00000185697	MYBL1	183	345	127	393	337	336
ENSG00000185700	TTTY8B	0	0	0	0	0	0
ENSG00000185701	OR5M5P	0	0	0	0	0	0
ENSG00000185710	SMG1P4	1	11	5	4	2	4
ENSG00000185716	MOSMO	755	1184	552	939	706	954
ENSG00000185721	DRG1	1436	2427	1052	2770	2165	2359
ENSG00000185722	ANKFY1	543	1080	517	1332	1017	1177
ENSG00000185728	YTHDF3	558	861	431	1110	790	814
ENSG00000185730	ZNF696	18	47	18	59	32	50
ENSG00000185736	ADARB2	2	3	3	0	0	0
ENSG00000185737	NRG3	0	0	0	0	0	0
ENSG00000185739	SRL	0	0	0	0	0	0
ENSG00000185742	C11orf87	0	0	0	1	1	0
ENSG00000185745	IFIT1	25	74	42	147	73	64
ENSG00000185753	CXorf38	78	123	73	211	146	171
ENSG00000185758	CLDN24	9	124	16	46	23	28
ENSG00000185760	KCNQ5	184	402	152	184	150	159
ENSG00000185761	ADAMTSL5	57	96	46	119	109	166
ENSG00000185774	KCNIP4	0	0	0	0	0	0
ENSG00000185775	SPATA31A6	0	0	0	0	0	0
ENSG00000185787	MORF4L1	142	268	131	365	314	290
ENSG00000185792	NLRP9	0	0	0	0	0	0
ENSG00000185798	WDR53	8	10	6	16	3	20
ENSG00000185800	DMWD	1	0	0	0	0	0
ENSG00000185803	SLC52A2	744	1175	537	1542	1546	2338
ENSG00000185808	PIGP	149	267	127	324	268	228
ENSG00000185811	IKZF1	0	0	0	0	0	0
ENSG00000185813	PCYT2	81	107	44	171	172	257
ENSG00000185818	NAT8L	409	659	304	655	501	883
ENSG00000185821	OR6C76	0	19	0	0	0	0
ENSG00000185823	NPAP1	0	0	0	0	0	0
ENSG00000185825	BCAP31	143	158	58	253	194	228
ENSG00000185829	ARL17A	0	0	0	0	0	0
ENSG00000185834	RPL12P4	0	18	1	2	1	2
ENSG00000185837	HDHD5-AS1	0	0	0	0	0	0
ENSG00000185838	GNB1L	0	0	0	0	0	0
ENSG00000185839		2	69	0	0	1	0
ENSG00000185842	DNAH14	7	4	3	3	1	0
ENSG00000185847	LINC01405	0	0	0	0	0	0
ENSG00000185860	CCDC190	382	528	272	2825	2331	2939
ENSG00000185862	EVI2B	0	0	0	0	0	0
ENSG00000185863	TMEM210	0	0	0	0	0	0
ENSG00000185864	NPIPB4	0	0	0	1	0	2
ENSG00000185869	ZNF829	51	90	36	352	398	293
ENSG00000185873	TMPRSS11B	0	0	0	0	0	0
ENSG00000185875	THNSL1	44	80	49	41	50	29
ENSG00000185880	TRIM69	1	0	0	1	0	0
ENSG00000185883	ATP6V0C	3124	3608	1611	6079	4841	8296
ENSG00000185885	IFITM1	543	676	222	907	910	12910
ENSG00000185888	PRSS38	0	0	0	0	0	0
ENSG00000185894	BPY2C	0	0	0	0	0	0
ENSG00000185896	LAMP1	171	294	149	799	703	687
ENSG00000185897	FFAR3	0	0	0	0	0	0
ENSG00000185899	TAS2R60	0	29	0	0	0	0
ENSG00000185900	POMK	532	985	345	1230	947	1036
ENSG00000185903	OR11N1P	0	0	0	0	0	0
ENSG00000185904	LINC00839	45	55	31	813	669	1009
ENSG00000185905	C16orf54	0	0	0	0	0	0
ENSG00000185909	KLHDC8B	74	107	36	102	98	146
ENSG00000185915	KLHL34	2	18	0	1	1	0
ENSG00000185917	SETD4	24	49	21	38	34	26
ENSG00000185920	PTCH1	37	87	27	66	60	50
ENSG00000185924	RTN4RL1	20	23	8	5	4	1
ENSG00000185926	OR4C46	0	3	0	0	0	0
ENSG00000185933	CALHM1	0	0	0	0	0	0
ENSG00000185940	KRTAP5-5	0	12	0	0	2	1
ENSG00000185942	NKAIN3	0	38	0	5	3	3
ENSG00000185946	RNPC3	144	316	153	451	269	232
ENSG00000185947	ZNF267	312	537	312	548	423	434
ENSG00000185950	IRS2	0	0	0	0	0	0
ENSG00000185955	C7orf61	1	3	1	4	9	6
ENSG00000185958	FAM186A	0	0	0	0	0	0
ENSG00000185960	SHOX	0	0	0	0	0	0
ENSG00000185962	LCE3A	0	13	0	0	0	0
ENSG00000185963	BICD2	580	887	404	1161	990	1242
ENSG00000185966	LCE3E	0	0	0	0	0	0
ENSG00000185972	CCIN	0	21	0	0	0	0
ENSG00000185973	TMLHE	270	434	225	416	329	379
ENSG00000185974	GRK1	0	0	0	0	0	0
ENSG00000185982	DEFB128	0	0	0	0	0	0
ENSG00000185985	SLITRK2	0	15	0	4	2	4
ENSG00000185986	SDHAP3	1	2	2	2	2	0
ENSG00000185988	PLK5	0	0	0	0	0	0
ENSG00000185989	RASA3	235	412	159	1041	907	1096
ENSG00000186001	LRCH3	417	808	399	692	619	683
ENSG00000186007	LEMD1	0	1	0	0	0	0
ENSG00000186008	RPS4XP21	0	0	0	0	0	0
ENSG00000186009	ATP4B	0	0	0	0	0	0
ENSG00000186010	NDUFA13	3	2	0	2	1	3
ENSG00000186017	ZNF566	222	254	127	212	153	192
ENSG00000186019		5	6	7	11	6	8
ENSG00000186020	ZNF529	103	228	88	206	221	182
ENSG00000186026	ZNF284	1	0	0	0	0	0
ENSG00000186038	HTR3E	0	0	0	0	0	0
ENSG00000186047	DLEU7	0	0	0	0	0	0
ENSG00000186049	KRT73	0	4	0	0	0	0
ENSG00000186051	TAL2	0	16	1	2	1	6
ENSG00000186056	MATN1-AS1	2	0	1	0	3	0
ENSG00000186063	AIDA	689	1470	596	2100	1657	1902
ENSG00000186073	CDIN1	112	127	55	146	129	123
ENSG00000186074	CD300LF	0	2	0	0	1	0
ENSG00000186075	ZPBP2	0	0	0	0	0	2
ENSG00000186076		1	31	4	11	7	7
ENSG00000186081	KRT5	2	12	0	0	0	0
ENSG00000186082	KRT18P14	0	0	0	0	0	0
ENSG00000186086	NBPF6	0	0	0	0	0	0
ENSG00000186088	GSAP	9	26	12	72	53	64
ENSG00000186090	HTR3D	0	0	0	0	0	0
ENSG00000186092	OR4F5	0	0	0	0	0	0
ENSG00000186094	AGBL4	0	0	0	0	0	0
ENSG00000186103	ARGFX	0	0	0	0	0	0
ENSG00000186104	CYP2R1	13	26	21	8	19	15
ENSG00000186105	LRRC70	0	0	0	0	0	0
ENSG00000186106	ANKRD46	22	30	5	21	19	17
ENSG00000186111	PIP5K1C	352	514	236	825	682	867
ENSG00000186113	OR5D14	0	24	0	0	0	0
ENSG00000186115	CYP4F2	0	1	0	0	0	0
ENSG00000186118	TEX38	0	0	0	0	0	0
ENSG00000186119	OR5D18	0	33	0	0	0	0
ENSG00000186124	OR9M1P	0	0	0	0	0	0
ENSG00000186130	ZBTB6	172	275	110	250	204	244
ENSG00000186132	C2orf76	16	24	9	50	32	48
ENSG00000186136	TAS2R42	0	0	0	0	0	0
ENSG00000186141	POLR3C	603	917	416	1047	825	936
ENSG00000186143	PRR30	0	0	0	0	0	0
ENSG00000186146	DEFB131A	0	0	0	0	0	0
ENSG00000186148		0	0	0	0	0	0
ENSG00000186150	UBL4B	0	18	0	0	3	0
ENSG00000186152	LILRP1	0	0	0	0	0	0
ENSG00000186153	WWOX	27	42	26	82	54	52
ENSG00000186160	CYP4Z1	0	0	0	0	0	0
ENSG00000186162	CIDECP1	70	106	45	189	113	180
ENSG00000186163	TRY2P	0	0	0	0	0	0
ENSG00000186166	CENATAC	341	623	240	1015	896	1008
ENSG00000186174	BCL9L	191	245	137	394	296	778
ENSG00000186184	POLR1D	510	773	289	902	843	917
ENSG00000186185	KIF18B	117	74	59	93	69	148
ENSG00000186187	ZNRF1	499	638	311	819	590	848
ENSG00000186188	FFAR4	0	0	0	0	0	0
ENSG00000186190	BPIFB3	0	2	0	0	0	0
ENSG00000186191	BPIFB4	0	0	0	0	0	0
ENSG00000186193	SAPCD2	85	140	73	148	129	141
ENSG00000186197	EDARADD	0	0	0	3	4	4
ENSG00000186198	SLC51B	0	0	0	0	0	0
ENSG00000186204	CYP4F12	0	8	0	0	0	0
ENSG00000186205	MTARC1	0	0	0	0	0	0
ENSG00000186207	LCE5A	0	3	0	0	0	0
ENSG00000186212	SOWAHB	0	39	0	0	0	0
ENSG00000186222	BLOC1S4	197	225	90	287	214	277
ENSG00000186226	LCE1E	0	0	0	0	0	0
ENSG00000186230	ZNF749	102	221	84	139	111	155
ENSG00000186231	KLHL32	4	9	6	1	3	3
ENSG00000186234	FAM86MP	0	3	0	0	0	0
ENSG00000186235	LINC02610	0	0	0	0	0	0
ENSG00000186244		0	0	0	0	0	0
ENSG00000186260	MRTFB	301	508	272	289	388	255
ENSG00000186265	BTLA	0	0	5	0	0	0
ENSG00000186268	OR10D4P	0	0	0	0	0	0
ENSG00000186272	ZNF17	0	0	0	0	0	0
ENSG00000186280	KDM4D	51	93	42	69	44	61
ENSG00000186281	GPAT2	0	1	0	0	0	0
ENSG00000186283	TOR3A	506	693	322	502	431	579
ENSG00000186288	PABPC1L2A	0	14	0	0	0	0
ENSG00000186297	GABRA5	0	0	0	0	0	0
ENSG00000186298	PPP1CC	5589	11016	6210	11499	9809	9847
ENSG00000186300	ZNF555	66	72	33	88	84	60
ENSG00000186301	MST1P2	4	57	0	4	7	6
ENSG00000186306	OR10T2	0	22	0	0	0	0
ENSG00000186310	NAP1L3	107	295	112	193	137	147
ENSG00000186312	CA5BP1	57	146	36	210	174	169
ENSG00000186314	PRELID2	19	74	27	93	78	66
ENSG00000186318	BACE1	260	341	200	692	560	696
ENSG00000186326	RGS9BP	5	22	0	13	6	16
ENSG00000186328		0	0	0	0	0	0
ENSG00000186329	TMEM212	0	0	0	0	0	0
ENSG00000186334	SLC36A3	0	0	0	0	0	0
ENSG00000186335	SLC36A2	0	4	0	0	0	0
ENSG00000186340	THBS2	0	0	0	0	0	1
ENSG00000186350	RXRA	465	638	267	855	692	976
ENSG00000186352	ANKRD37	21	34	16	125	113	67
ENSG00000186364	NUDT17	12	55	5	12	10	14
ENSG00000186367	MINAR2	0	0	0	0	0	0
ENSG00000186369	LINC00643	1	0	0	0	0	0
ENSG00000186376	ZNF75D	10	21	23	54	16	33
ENSG00000186377	CYP4X1	1	10	3	7	5	3
ENSG00000186393	KRT26	0	0	0	0	0	0
ENSG00000186395	KRT10	16	92	29	15	7	13
ENSG00000186399	GOLGA8R	0	0	0	0	0	0
ENSG00000186407	CD300E	0	0	0	0	0	0
ENSG00000186409	CCDC30	1	5	1	3	1	1
ENSG00000186416	NKRF	10	11	12	17	10	4
ENSG00000186417	GLDN	0	11	0	0	1	1
ENSG00000186431	FCAR	0	0	0	0	0	0
ENSG00000186432	KPNA4	1017	1679	775	2175	1877	2101
ENSG00000186439	TRDN	0	0	0	0	0	0
ENSG00000186440	OR6P1	0	20	0	0	0	0
ENSG00000186442	KRT3	2	3	0	8	3	6
ENSG00000186446	ZNF501	0	0	0	0	0	0
ENSG00000186448	ZNF197	94	140	70	120	105	114
ENSG00000186451	SPATA12	3	4	1	3	3	8
ENSG00000186452	TMPRSS12	0	0	0	0	0	0
ENSG00000186453	FAM228A	0	0	0	0	0	0
ENSG00000186458	DEFB132	0	0	0	0	0	0
ENSG00000186462	NAP1L2	29	50	23	15	10	19
ENSG00000186466	AQP7P1	0	0	0	0	0	0
ENSG00000186468	RPS23	0	11	1	9	11	15
ENSG00000186469	GNG2	22	41	7	46	45	46
ENSG00000186470	BTN3A2	193	237	129	485	366	526
ENSG00000186471	AKAP14	0	0	0	0	0	0
ENSG00000186472	PCLO	127	249	107	138	125	108
ENSG00000186474	KLK12	0	0	0	0	0	0
ENSG00000186479	RGS7BP	0	0	0	0	0	0
ENSG00000186480	INSIG1	141	185	65	482	412	455
ENSG00000186481	ANKRD20A5P	0	0	0	0	0	0
ENSG00000186487	MYT1L	1	9	1	0	0	3
ENSG00000186493	C5orf38	66	93	37	124	106	142
ENSG00000186496	ZNF396	0	0	1	0	0	0
ENSG00000186501	TMEM222	320	440	229	857	646	899
ENSG00000186508	OR9I2P	0	0	0	0	0	0
ENSG00000186509	OR9Q1	0	0	0	0	0	0
ENSG00000186510	CLCNKA	0	0	0	0	0	0
ENSG00000186513	OR9Q2	0	38	0	0	0	0
ENSG00000186517	ARHGAP30	0	0	0	0	0	0
ENSG00000186522	SEPTIN10	733	1373	709	2017	1607	1619
ENSG00000186523	FAM86B1	0	23	2	3	2	4
ENSG00000186526	CYP4F8	0	0	0	0	0	0
ENSG00000186529	CYP4F3	1	5	0	0	0	0
ENSG00000186532	SMYD4	390	612	274	611	454	652
ENSG00000186543	CROCCP5	0	0	0	0	0	0
ENSG00000186562	DEFB105A	0	0	0	0	0	0
ENSG00000186564	FOXD2	0	0	0	0	0	0
ENSG00000186566	GPATCH8	150	368	126	332	247	306
ENSG00000186567	CEACAM19	2	6	0	8	4	13
ENSG00000186572	DEFB107A	0	0	0	0	0	0
ENSG00000186575	NF2	2440	3505	1807	4771	3884	5057
ENSG00000186577	SMIM29	655	990	430	892	710	920
ENSG00000186579	DEFB106A	0	0	0	0	0	0
ENSG00000186583	SPATC1	0	0	0	0	0	0
ENSG00000186591	UBE2H	1030	1653	889	3471	2457	2541
ENSG00000186594	MIR22HG	3	5	2	48	32	29
ENSG00000186599	DEFB105B	0	0	0	0	0	0
ENSG00000186603	HPDL	4	51	7	5	1	7
ENSG00000186615	KTN1-AS1	3	20	5	10	16	21
ENSG00000186625	KATNA1	288	532	311	490	394	444
ENSG00000186628	FSD2	0	1	0	0	0	0
ENSG00000186635	ARAP1	271	485	208	483	413	537
ENSG00000186638	KIF24	162	259	105	352	324	328
ENSG00000186642	PDE2A	8	18	14	27	19	24
ENSG00000186645	SPDYE17	0	0	0	0	0	0
ENSG00000186648	CARMIL3	5	8	0	5	0	0
ENSG00000186652	PRG2	0	0	0	0	0	0
ENSG00000186654	PRR5	0	0	0	0	0	0
ENSG00000186660	ZFP91	0	0	0	0	2	1
ENSG00000186665	C17orf58	184	279	123	297	225	267
ENSG00000186666	BCDIN3D	26	35	18	50	31	51
ENSG00000186675	MAGEE2	0	7	0	0	0	0
ENSG00000186676	EEF1GP1	0	0	0	0	0	0
ENSG00000186678		0	0	0	0	0	0
ENSG00000186684	CYP27C1	67	68	31	29	19	27
ENSG00000186687	LYRM7	145	237	105	269	200	227
ENSG00000186704	DTX2P1	0	2	1	0	0	1
ENSG00000186710	CFAP73	0	0	0	0	0	0
ENSG00000186714	CCDC73	0	0	0	0	0	0
ENSG00000186715	MST1L	3	15	0	0	0	2
ENSG00000186716	BCR	318	502	207	358	284	529
ENSG00000186723	OR10H1	22	264	9	41	30	34
ENSG00000186732	MPPED1	0	0	0	0	0	0
ENSG00000186743	TPI1P3	4	64	3	6	6	5
ENSG00000186765	FSCN2	0	0	0	4	1	0
ENSG00000186766	FOXI2	0	0	0	0	0	0
ENSG00000186767	SPIN4	327	642	275	694	561	627
ENSG00000186777	ZNF732	1	0	0	59	59	54
ENSG00000186787	SPIN2B	19	21	19	33	30	55
ENSG00000186788	SPATA31D3	0	0	0	0	0	0
ENSG00000186790	FOXE3	2	38	0	1	0	2
ENSG00000186792	HYAL3	20	30	11	50	52	81
ENSG00000186795	KCNK18	0	0	0	0	0	0
ENSG00000186803	IFNA10	0	23	0	0	0	0
ENSG00000186806	VSIG10L	38	49	21	28	27	22
ENSG00000186810	CXCR3	0	0	0	0	0	0
ENSG00000186812	ZNF397	85	147	64	69	58	56
ENSG00000186814	ZSCAN30	60	106	52	121	115	118
ENSG00000186815	TPCN1	230	499	234	1609	1211	1290
ENSG00000186818	LILRB4	0	0	0	0	0	0
ENSG00000186825	CDRT15P3	0	0	0	0	0	0
ENSG00000186827	TNFRSF4	0	0	0	0	0	0
ENSG00000186831	KRT17P2	0	0	0	0	0	0
ENSG00000186832	KRT16	0	11	0	1	0	2
ENSG00000186834	HEXIM1	189	349	149	258	224	289
ENSG00000186838	SELENOV	0	0	0	0	0	0
ENSG00000186844	LCE1A	0	14	0	0	0	0
